Sample	Batch_no	Herbarium	Barcode	Genus	Species	Collection_date	Collection_day	Collection_month	Collection_year	Country	Province	District	Town_Village	Latitude_DD	Longitude_DD	Accuracy	Altitude_m	Tissue_weight_mg	DNA_concentration_QUANTUS_ng_ul	gDNA_DIN	Peak_size	LIB_concentration_tapestation_ng_ul	LIB_concentration_QUANTUS_ng_ul	
HRB0185	#030	SIHUS	2236299	Oryza	grandiglumis	14/04/1943	14	4	1943	Brazil				-3.64	-55.47		NA	10.3	2.94	NA	178	9.5	12	
HRB0186	#030	SIHUS	2207138	Oryza	grandiglumis	20/11/1940	20	11	1940	Peru				-3.79	-73.25		NA	5.4	1.2	NA	175	2.05	1.86	
HRB0187	#030	SIHUS	1982770	Oryza	grandiglumis	15/08/1948	15	8	1948	Peru				-5.46	-75.9		NA	5.7	0.679	NA	178	5.21	5.7	
HRB0188	#030	SIHUS	1982669	Oryza	grandiglumis	01/03/1946	1	3	1946	Colombia				-3.76	-70.39		100m	4.4	0.0806	NA	183	0.057	0.238	
HRB0189	#030	SIHUS	2631972	Oryza	grandiglumis	10/03/1966	10	3	1966	Bolivia				-14.83	-64.9		200m	4.9	0.456	NA	173	1.75	1.91	
HRB0190	#030	SIHUS	2656087	Oryza	grandiglumis	15/12/1951	15	12	1951	Brazil				-6.23	-57.76		NA	6.4	0.0538	NA	176	1.18	1.05	
HRG0034		NHMUK	BM013399248	Oryza	latifolia	20/08/1981	20	8	1981	Nicaragua				11.68	-85.985		NA			NA				
HRG0035		NHMUK	BM013399249	Oryza	latifolia	21/08/1971	21	8	1971	Honduras				14.867	-89.093		NA			NA				
HRG0036		NHMUK	BM013399250	Oryza	latifolia	NA	NA	NA	NA	Guatemala				15.25	-89.105		NA			NA				
HRG0037		NHMUK	BM013399251	Oryza	latifolia	01/09/1922	1	9	1922	Cuba				20.755	-77.033		NA			NA				
HRG0038		NHMUK	BM013399252	Oryza	latifolia	13/02/2004	13	2	2004	El Salvador				13.8	-90.07		NA			NA				
HRG0039		NHMUK	BM013399253	Oryza	latifolia	NA	NA	NA	NA	Panama				8.9	-80.3		NA			NA				
HRG0040		NHMUK	BM013399254	Oryza	latifolia	18/12/1931	18	12	1931	Peru				-4.42	-77.649		200			NA				
HRG0041		NHMUK	BM000895689	Oryza	latifolia	28/10/2005	28	10	2005	Belize				16.55	-88.71		NA			NA				
HRG0042		NHMUK	BM000934341	Oryza	latifolia	23/01/2005	23	1	2005	Paraguay				-26.57527778	-58.04083333		NA			NA				
HRG0043		NHMUK	BM000934145	Oryza	latifolia	01/02/2005	1	2	2005	Paraguay				-24.28	-58.555		NA			NA				
HRG0044		HUHUS	NA	Oryza	latifolia	06/11/1968	6	11	1968	Nicaragua				13.393	-86.398		1000			NA				
HRG0045		HUHUS	NA	Oryza	latifolia	30/07/1972	30	7	1972	Nicaragua				13.526	-85.923		NA			NA				
HRG0046		HUHUS	NA	Oryza	latifolia	25/02/1922	25	2	1922	El Salvador				13.486	-88.157		110			NA				
HRG0047		HUHUS	NA	Oryza	latifolia	01/07/1949	1	7	1949	Costa Rica				9.901	-84.627		30-100			NA				
HRG0048		HUHUS	NA	Oryza	latifolia	10/03/1939	10	3	1939	Panama				9.003	-79.594		0-10			NA				
HRG0049		HUHUS	NA	Oryza	latifolia	04/03/1942	4	3	1942	Belize				16.543	-88.548		NA			NA				
HRG0050		HUHUS	NA	Oryza	latifolia	26/07/1939	26	7	1939	Mexico				18.262	-92.103		NA			NA				
HRG0051		HUHUS	NA	Oryza	latifolia	26/08/1922	26	8	1922	Cuba				20.755	-77.033		NA			NA				
HRG0052		HUHUS	NA	Oryza	latifolia	01/09/1922	1	9	1922	Cuba				20.755	-77.033		NA			NA				
HRG0053		HUHUS	NA	Oryza	latifolia	19/03/1961	19	3	1961	Argentina				-27.815	-58.653		NA			NA				
HRG0054		HUHUS	NA	Oryza	latifolia	07/04/1967	7	4	1967	Argentina				-31.131	-59.92		NA			NA				
HRG0055		HUHUS	NA	Oryza	latifolia	1890	NA	NA	1890	Paraguay				-22.474	-62.286		NA			NA				
HRG0056		HUHUS	NA	Oryza	latifolia	1913	NA	NA	1913	Paraguay				-25.317	-57.229		NA			NA				
HRG0057		HUHUS	NA	Oryza	latifolia	11/11/1920	11	11	1920	Venezuela				10.462	-68.288		10-100			NA				
HRG0058		HUHUS	NA	Oryza	latifolia	18/12/1931	18	12	1931	Peru				-4.42	-77.649		200			NA				
HRG0059		HUHUS	NA	Oryza	latifolia	25/07/1983	25	7	1983	Brazil				-3.39	-57.875		NA			NA				
HRG0280		RBGK	K001280261	Oryza	latifolia	28/08/1922	28	8	1922	Cuba				20.94318557	-76.95955594		NA			NA				
HRG0281		RBGK	K001280262	Oryza	latifolia	01/09/1922	1	9	1922	Cuba				NA	NA		NA			NA				
HRG0282		RBGK	K001280263	Oryza	latifolia	07/09/1925	7	9	1925	Haiti				19.80721632	-72.43491867		NA			NA				
HRG0283		RBGK	NA	Oryza	latifolia	06/12/1976	6	12	1976	Trinidad				10.42475796	-61.0531481		NA			NA				
HRG0284		RBGK	K001280265	Oryza	latifolia	01/09/1945	1	9	1945	Trinidad				NA	NA		NA			NA				
HRG0285		RBGK	K001280267	Oryza	latifolia	14/02/1845	14	2	1845	Trinidad				NA	NA		NA			NA				
HRG0286		RBGK	K001280268	Oryza	latifolia	21/06/1963	21	6	1963	Trinidad				10.33112578	-61.09933496		NA			NA				
HRG0287		RBGK	K001280255	Oryza	latifolia	12/11/1920	12	11	1920	Cuba				21.89480485	-82.80154417		NA			NA				
HRG0288		RBGK	K001280258	Oryza	latifolia	05/01/1940	5	1	1940	Cuba				22.35730976	-83.67053698		NA			NA				
HRG0289		RBGK	K001268737	Oryza	rufipogon	01/09/1979	1	9	1979	Guyana				7.535121539	-58.7434789		2			NA				
HRG0291		RBGK	K001268742	Oryza	rufipogon	03/09/1968	3	9	1968	Suriname				2.029949363	-56.1533472		255			NA				
HRG0292		RBGK	K001055160	Oryza	rufipogon	22/11/1965	22	11	1965	Brazil				NA	NA		NA			NA				
HRG0293		RBGK	K001055158	Oryza	rufipogon	02/05/1934	2	5	1934	Brazil				NA	NA		NA			NA				
HRG0294		RBGK	K001055157	Oryza	rufipogon	11/06/1966	11	6	1966	Brazil				NA	NA		600-1000			NA				
HRG0295		RBGK	K001268745	Oryza	latifolia	14/05/1949	14	5	1949	Suriname				5.761866005	-56.68273913		NA			NA				
HRG0296		RBGK	K001268747	Oryza	latifolia	22/02/1962	22	2	1962	French Guiana				5.017	-52.65		NA			NA				
HRG0297		RBGK	K001268750	Oryza	latifolia	10/10/1955	10	10	1955	French Guiana				5.017	-52.65		NA			NA				
HRG0298		RBGK	K001268752	Oryza	latifolia	01/09/1948	1	9	1948	Guyana				3.021516792	-59.52368223		NA			NA				
HRG0299		RBGK	K001268753	Oryza	latifolia	01/09/1979	1	9	1979	Guyana				NA	NA		2			NA				
HRG0300		RBGK	K001268755	Oryza	latifolia	11/10/1937	11	10	1937	Guyana				3.7511	-59.3118		NA			NA				
HRG0301		RBGK	K001055161	Oryza	rufipogon	08/01/1945	8	1	1945	Brazil				-0.978226535	-62.91045299		NA			NA				
HRG0302		RBGK	K001055163	Oryza	rufipogon	17/06/1937	17	6	1937	Brazil				NA	NA		142			NA				
HRG0303		RBGK	K001055164	Oryza	rufipogon	24/03/1998	24	3	1998	Brazil				-4.766667	-42.116667		125			NA				
HRG0304		RBGK	K001055153	Oryza	rufipogon	08/07/1983	8	7	1983	Brazil				-4.166667	-58.683333		NA			NA				
HRG0305		RBGK	K001055162	Oryza	rufipogon	08/01/1945	8	1	1945	Brazil				-0.978226535	-62.91045299		NA			NA				
HRG0306		RBGK	K000001133	Oryza	latifolia	08/03/1983	8	3	1983	Brazil				-15.666667	-39.05		NA			NA				
HRG0307		RBGK	K001055055	Oryza	latifolia	01/06/1944	1	6	1944	Brazil				-3.499007838	-45.26194511		NA			NA				
HRG0308		RBGK	K001055061	Oryza	latifolia	27/10/1987	27	10	1987	Brazil				3.433333	-61.733333		NA			NA				
HRG0309		RBGK	K001055059	Oryza	latifolia	17/04/1912	17	4	1912	Brazil				NA	NA		NA			NA				
HRG0310		RBGK	K001055060	Oryza	latifolia	11/11/2002	11	11	2002	Brazil				-23.75558355	-53.85284329		NA			NA				
HRG0311		RBGK	K001055058	Oryza	latifolia	06/11/1985	6	11	1985	Brazil				-4.816667	-52.516664		NA			NA				
HRG0312		RBGK	K001268757	Oryza	latifolia	26/02/1950	26	2	1950	Paraguay				NA	NA		NA			NA				
HRG0349		NHMFR	MNHN-P-P02235711	Oryza	latifolia	1878	NA	NA	1878	Brazil				-2.97351	-68.84465		NA			NA				
HRG0350		NHMFR	MNHN-P-P02235714	Oryza	latifolia	1901	NA	NA	1901	Colombia				11.24036	-74.21102		NA			NA				
HRG0351		NHMFR	MNHN-P-P02235715	Oryza	latifolia	1899	NA	NA	1899	Colombia				11.24036	-74.21102		NA			NA				
HRG0352		NHMFR	MNHN-P-P02235718	Oryza	latifolia	26/02/1950	26	2	1950	Paraguay				-22.28601	-57.94182		NA			NA				
HRG0354		NHMFR	MNHN-P-P02235720	Oryza	latifolia	19/03/1961	19	3	1961	Argentina				-35.58695	-70.75166		NA			NA				
HRG0355		NHMFR	MNHN-P-P02235722	Oryza	latifolia	15/06/1883	15	6	1883	Paraguay				-25.58215	-57.09464		NA			NA				
HRG0356		NHMFR	MNHN-P-P02235723	Oryza	latifolia	11/10/1937	11	10	1937	Guyana				3.75	-59.3		NA			NA				
HRG0357		NHMFR	MNHN-P-P02235724	Oryza	latifolia	27/09/1939	27	9	1939	Ecuador				-0.9963	-77.81361		NA			NA				
HRG0358		NHMFR	MNHN-P-P02235725	Oryza	latifolia	19/03/1876	19	3	1876	Paraguay				-25.5667	-56.29229		NA			NA				
HRG0359		NHMFR	MNHN-P-P02235727	Oryza	latifolia	14/04/1955	14	4	1955	French Guiana				5.11313	-52.64258		NA			NA				
HRG0361		NHMFR	MNHN-P-P02235729	Oryza	latifolia	15/05/3701	15	5	1801	Colombia				4.7835	-74.7879		NA			NA				
HRG0362		NHMFR	MNHN-P-P02235730	Oryza	latifolia	NA	NA	NA	NA	Puerto Rico				18.22042	-66.59007		NA			NA				
HRG0363		NHMFR	MNHN-P-P02235732	Oryza	latifolia	01/09/1922	1	9	1922	Cuba				20.7563	-77.03054		NA			NA				
HRG0364		NHMFR	MNHN-P-P02235734	Oryza	latifolia	1797	NA	NA	1797	Puerto Rico				18.22083	-66.59015		NA			NA				
HRG0365		NHMFR	MNHN-P-P02235735	Oryza	latifolia	NA	NA	NA	NA	Virgin Islands				18.33809	-64.8941		NA			NA				
HRG0366		NHMFR	MNHN-P-P02235736	Oryza	latifolia	NA	NA	NA	NA	Virgin Islands				18.33792	-64.89302		NA			NA				
HRG0367		NHMFR	MNHN-P-P02235737	Oryza	latifolia	1869	NA	NA	1869	Nicaragua				11.9344	-85.956		NA			NA				
HRG0368		NHMFR	MNHN-P-P02235739	Oryza	latifolia	NA	NA	NA	NA	Virgin Islands				18.33792	-64.89302		NA			NA				
HRG0369		NHMFR	MNHN-P-P02235741	Oryza	latifolia	NA	NA	NA	NA	Virgin Islands				18.3381	-64.8941		NA			NA				
HRG0370		NHMFR	MNHN-P-P02235742	Oryza	grandiglumis	15/05/1953	15	5	1953	Brazil				-3.20893308	-59.95893286		NA			NA				
HRG0371		NHMFR	MNHN-P-P02235743	Oryza	grandiglumis	16/04/1971	16	4	1971	Brazil				-7.5856	-72.9104		NA			NA				
HRG0372		NHMFR	MNHN-P-P02235744	Oryza	grandiglumis	13/05/1981	13	5	1981	Brazil				-3.08333	-59.91666		NA			NA				
HRG0373		NHMFR	MNHN-P-P02235745	Oryza	grandiglumis	04/05/1988	4	5	1988	Peru				-4.91667	-73.66666		120			NA				
HRG0374		NHMFR	MNHN-P-P02235747	Oryza	grandiglumis	NA	NA	NA	NA	Brazil				-15.79423	-47.88216		NA			NA				
HRG0375		NHMFR	MNHN-P-P02235748	Oryza	grandiglumis	15/05/1953	15	5	1953	Brazil				-3.20893308	-59.95893286		NA			NA				
HRG0378		NHMFR	MNHN-P-P02235756	Oryza	alta	26/04/1952	26	4	1952	Brazil				-0.820772994	-49.14993492		NA			NA				
HRG0379		NHMFR	MNHN-P-P02235757	Oryza	alta	04/06/1952	4	6	1952	Brazil				-10.736	-65.33312		NA			NA				
HRG0392		SIHUS	1614042	Oryza	alta	19/07/1934	19	7	1934	Brazil				-1.900271753	-55.52910437		NA			NA				
HRG0393		SIHUS	1645889	Oryza	alta	20/07/1934	20	7	1934	Brazil				-1.900271753	-55.52910437		NA			NA				
HRG0394		SIHUS	3262161	Oryza	grandiglumis	25/11/1986	25	11	1986	Bolivia				-16.1333	-62.0833		500			NA				
HRG0395		SIHUS	2205576	Oryza	grandiglumis	04/11/1954	4	11	1954	French Guiana				4.496691	-52.056793		NA			NA				
HRG0396		SIHUS	3456030	Oryza	grandiglumis	22/02/2002	22	2	2002	French Guiana				4.433	-52.083		2			NA				
HRG0397		SIHUS	3456056	Oryza	grandiglumis	17/06/1999	17	6	1999	French Guiana				4.43	-52.12		NA			NA				
HRG0398		SIHUS	3455909	Oryza	grandiglumis	16/02/2000	16	2	2000	French Guiana				4.4418	-52.067		NA			NA				
HRG0399		SIHUS	3652877	Oryza	grandiglumis	14/05/1985	14	5	1985	Bolivia				-16.48	-61.63		450			NA				
HRG0402		SIHUS	1614040	Oryza	grandiglumis	19/07/1934	19	7	1934	Brazil				-1.900887946	-55.53387771		NA			NA				
HRG0403		SIHUS	1646031	Oryza	grandiglumis	20/07/1934	20	7	1934	Brazil				-1.900887946	-55.53387771		NA			NA				
HRG0404		SIHUS	2463756	Oryza	grandiglumis	14/05/1956	14	5	1956	Brazil				-3.11	-60.03		NA			NA				
HRG0405		SIHUS	2205746	Oryza	grandiglumis	19/11/1952	19	11	1952	Brazil				NA	NA		NA			NA				
HRG0406		SIHUS	1869226	Oryza	grandiglumis	14/04/1943	14	4	1943	Brazil				-3.797972331	-55.51670549		NA			NA				
HRG0407		SIHUS	3095730	Oryza	grandiglumis	24/07/1973	24	7	1973	Brazil				NA	NA		NA			NA				
HRG0408		SIHUS	1935502	Oryza	grandiglumis	08/05/1948	8	5	1948	Peru				-3.72429316	-73.21394019		NA			NA				
HRG0409		SIHUS	1471224	Oryza	grandiglumis	29/03/1930	29	3	1930	Peru				-3.706873152	-73.24089776		120			NA				
HRG0410		SIHUS	2904570	Oryza	grandiglumis	20/07/1976	20	7	1976	Peru				-3.734888255	-73.22554665		NA			NA				
HRG0411		SIHUS	3350546	Oryza	grandiglumis	20/07/1994	20	7	1994	Peru				NA	NA		90			NA				
HRG0412		SIHUS	3346561	Oryza	grandiglumis	20/07/1994	20	7	1994	Peru				NA	NA		90			NA				
HRG0414		SIHUS	2042776	Oryza	grandiglumis	05/11/1949	5	11	1949	Peru				NA	NA		45			NA				
HRG0415		SIHUS	1646033	Oryza	grandiglumis	19/07/1934	19	7	1934	Brazil				-1.900887946	-55.53387771		NA			NA				
HRG0417		SIHUS	2208873	Oryza	grandiglumis	21/07/1944	21	7	1944	Brazil				-1.454387078	-48.43838601		NA			NA				
HRG0419		SIHUS	1647653	Oryza	latifolia	19/03/1936	19	3	1936	Mexico				17.85	-93.3833		NA			NA				
HRG0420		SIHUS	1865646	Oryza	latifolia	25/07/1939	25	7	1939	Mexico				18.25	-92.0833		NA			NA				
HRG0421		SIHUS	2380589	Oryza	latifolia	28/10/1960	28	10	1960	Mexico				15.4333	-93		NA			NA				
HRG0422		SIHUS	1721987	Oryza	latifolia	10/07/1937	10	7	1937	Mexico				15.3333	-92.6333		NA			NA				
HRG0423		SIHUS	1274728	Oryza	latifolia	27/12/1925	27	12	1925	Mexico				15.1833	-92.6167		NA			NA				
HRG0424		SIHUS	2306820	Oryza	latifolia	15/07/1959	15	7	1959	Mexico				16.536167	-94.606956		50			NA				
HRG0425		SIHUS	2432374	Oryza	latifolia	21/09/1960	21	9	1960	Mexico				21.159767	-105.119921		60 - 90			NA				
HRG0426		SIHUS	2432341	Oryza	latifolia	17/09/1960	17	9	1960	Mexico				21.15	-104.98		600			NA				
HRG0427		SIHUS	3291796	Oryza	latifolia	04/11/1991	4	11	1991	Mexico				19.4	-104.983		50			NA				
HRG0428		SIHUS	3291797	Oryza	latifolia	02/11/1991	2	11	1991	Mexico				19.6333	-105.183		NA			NA				
HRG0429		SIHUS	3134076	Oryza	latifolia	15/07/1987	15	7	1987	Bolivia				-17.7667	-63.0667		375			NA				
HRG0430		SIHUS	3159202	Oryza	latifolia	24/04/1956	24	4	1956	Suriname				NA	NA		NA			NA				
HRG0431		SIHUS	601331	Oryza	latifolia	1845	NA	NA	1845	Suriname				NA	NA		NA			NA				
HRG0432		SIHUS	3083773	Oryza	latifolia	21/12/1960	21	12	1960	Suriname				5.852504	-55.10592		NA			NA				
HRG0433		SIHUS	725714	Oryza	latifolia	1913	NA	NA	1913	Suriname				5.887923	-55.091008		NA			NA				
HRG0434		SIHUS	725713	Oryza	latifolia	1913	NA	NA	1913	Suriname				5.852504	-55.10592		NA			NA				
HRG0435		SIHUS	2205575	Oryza	latifolia	30/10/1954	30	10	1954	French Guiana				5.05	-52.6		NA			NA				
HRG0436		SIHUS	1914564	Oryza	latifolia	01/10/1914	1	10	1914	Suriname				5.60381	-55.15159		NA			NA				
HRG0437		SIHUS	1763255	Oryza	latifolia	11/10/1937	11	10	1937	Guyana				3.75	-59.3		NA			NA				
HRG0438		SIHUS	732137	Oryza	latifolia	07/01/1914	7	1	1914	Puerto Rico				18.16636	-67.16559		NA			NA				
HRG0439		SIHUS	725712	Oryza	latifolia	15/01/1914	15	1	1914	Puerto Rico				18.26904	-67.15183		NA			NA				
HRG0440		SIHUS	2116123	Oryza	latifolia	31/03/1953	31	3	1953	Venezuela				NA	NA		150			NA				
HRG0441		SIHUS	3748635	Oryza	latifolia	27/02/1989	27	2	1989	Panama				9.217678	-82.204434		5-80			NA				
HRG0442		SIHUS	3310460	Oryza	latifolia	26/09/1984	26	9	1984	Nicaragua				12.15	-86.75		5			NA				
HRG0443		SIHUS	1136914	Oryza	latifolia	25/02/1922	25	2	1922	El Salvador				NA	NA		110			NA				
HRG0444		SIHUS	1386952	Oryza	latifolia	1928	NA	NA	1928	Honduras				15.73977062	-87.45628103		20 - 600			NA				
HRG0445		SIHUS	979377	Oryza	latifolia	04/01/1913	4	1	1913	Costa Rica				10.35247	-85.17273		50			NA				
HRG0446		SIHUS	979374	Oryza	latifolia	10/01/1907	10	1	1907	Guatemala				14.52486708	-91.68731212		NA			NA				
HRG0447		SIHUS	2306227	Oryza	latifolia	09/09/1950	9	9	1950	Belize				NA	NA		NA			NA				
HRG0448		SIHUS	3627429	Oryza	latifolia	12/10/1968	12	10	1968	Colombia				NA	NA		NA			NA				
HRG0449		SIHUS	3576473	Oryza	latifolia	04/08/1940	4	8	1940	Panama				8.595770534	-80.11498871		NA			NA				
HRG0450		SIHUS	1250943	Oryza	latifolia	28/12/1923	28	12	1923	Panama				9.380723298	-79.88327357		NA			NA				
HRG0451		SIHUS	715782	Oryza	latifolia	01/02/1912	1	2	1912	Panama				NA	NA		NA			NA				
HRG0452		SIHUS	979382	Oryza	latifolia	29/08/1911	29	8	1911	Panama				9.311665	-79.900783		NA			NA				
HRG0453		SIHUS	1137994	Oryza	latifolia	23/03/1922	23	3	1922	El Salvador				13.678565	-89.753522		135			NA				
HRG0454		SIHUS	1139805	Oryza	latifolia	20/05/1922	20	5	1922	Guatemala				15.2689082	-89.0438651		75 - 225			NA				
HRG0455		SIHUS	1136784	Oryza	latifolia	18/02/1922	18	2	1922	El Salvador				13.26827836	-87.91461074		60			NA				
HRG0456		SIHUS	1387099	Oryza	latifolia	1928	NA	NA	1928	Honduras				15.74110128	-87.45591532		20 - 600			NA				
HRG0457		SIHUS	2306260	Oryza	latifolia	07/01/1953	7	1	1953	Belize				NA	NA		NA			NA				
HRG0458		SIHUS	2844998	Oryza	latifolia	11/09/1977	11	9	1977	Nicaragua				11.1495134	-85.79575982		95			NA				
HRG0459		SIHUS	2042205	Oryza	latifolia	14/11/1950	14	11	1950	Costa Rica				10.00672473	-83.05316393		6			NA				
HRG0460		SIHUS	823144	Oryza	latifolia	01/02/1895	1	2	1895	Costa Rica				9.58	-82.95		100			NA				
HRG0461		SIHUS	3578345	Oryza	latifolia	26/06/1968	26	6	1968	Costa Rica				10.11366138	-85.26808017		5			NA				
HRG0462		SIHUS	979378	Oryza	latifolia	30/12/1912	30	12	1912	Costa Rica				10.35247	-85.17273		50			NA				
HRG0463		SIHUS	2565371	Oryza	latifolia	08/03/1966	8	3	1966	Costa Rica				10.68820244	-83.69359975		10			NA				
HRG0465		SIHUS	979376	Oryza	latifolia	20/10/1911	20	10	1911	Costa Rica				9.991799843	-83.04252166		NA			NA				
HRG0466		SIHUS	3054831	Oryza	latifolia	23/10/1968	23	10	1968	Costa Rica				10.94978164	-85.62116947		300			NA				
HRG0467		SIHUS	823146	Oryza	latifolia	01/02/1893	1	2	1893	Costa Rica				9.650353286	-82.75669078		NA			NA				
HRG0468		SIHUS	3040028	Oryza	latifolia	10/03/1966	10	3	1966	Costa Rica				10.681826	-83.690839		10			NA				
HRG0471		SIHUS	3691166	Oryza	latifolia	13/08/1994	13	8	1994	Paraguay				-24.9281	-58.1783		NA			NA				
HRG0472		SIHUS	979384	Oryza	latifolia	30/12/1912	30	12	1912	Trinidad				10.65903478	-61.41759782		NA			NA				
HRG0473		SIHUS	2383517	Oryza	latifolia	21/06/1963	21	6	1963	Trinidad				10.31815173	-61.10422438		NA			NA				
HRG0475		SIHUS	2908218	Oryza	latifolia	14/01/1980	14	1	1980	Argentina				NA	NA		NA			NA				
HRG0476		SIHUS	3032170	Oryza	latifolia	25/07/1983	25	7	1983	Brazil				-3.42	-57.92		NA			NA				
HRG0477		SIHUS	822618	Oryza	latifolia	01/05/1892	1	5	1892	Ecuador				-2.861937877	-80.14756852		NA			NA				
HRG0478		SIHUS	1816207	Oryza	latifolia	1852	NA	NA	1852	Ecuador				-2.861937877	-80.14756852		NA			NA				
HRG0479		SIHUS	1912767	Oryza	latifolia	13/07/1939	13	7	1939	Ecuador				-2.089767	-79.887447		NA			NA				
HRG0480		SIHUS	2075125	Oryza	latifolia	26/09/1950	26	9	1950	Ecuador				1.086797152	-78.98592814		10			NA				
HRG0481		SIHUS	1163853	Oryza	latifolia	22/06/1923	22	6	1923	Ecuador				NA	NA		100			NA				
HRG0482		SIHUS	2383000	Oryza	latifolia	1901	NA	NA	1901	Colombia				NA	NA		NA			NA				
HRG0483		SIHUS	2381061	Oryza	latifolia	18/10/1960	18	10	1960	Brazil				3.460278	-51.309444		NA			NA				
HRG0484		SIHUS	2205396	Oryza	latifolia	23/08/1951	23	8	1951	Brazil				2.492333433	-60.90720413		NA			NA				
HRG0485		SIHUS	2725289	Oryza	latifolia	23/03/1972	23	3	1972	Brazil				-23.05169822	-43.54413317		40 - 50			NA				
HRG0486		SIHUS	2463358	Oryza	latifolia	22/06/1952	22	6	1952	Brazil				-12.50712239	-63.54822805		NA			NA				
HRG0487		SIHUS	4184824	Oryza	latifolia	28/09/1945	28	9	1945	Colombia				NA	NA		300 - 400			NA				
HRG0488		SIHUS	1912577	Oryza	latifolia	13/04/1939	13	4	1939	Ecuador				-2.202483014	-79.9532422		NA			NA				
HRG0489		SIHUS	2116547	Oryza	latifolia	26/02/1950	26	2	1950	Argentina				NA	NA		NA			NA				
HRG0490		SIHUS	979391	Oryza	latifolia	01/05/1909	1	5	1909	Argentina				NA	NA		NA			NA				
HRG0491		SIHUS	2770443	Oryza	latifolia	12/03/1969	12	3	1969	Brazil				-27.45598528	-48.44687014		10			NA				
HRG0492		SIHUS	1691302	Oryza	latifolia	28/05/1935	28	5	1935	Colombia				NA	NA		100 - 700			NA				
HRG0493		SIHUS	2011857	Oryza	latifolia	1950	NA	NA	1950	Peru				NA	NA		NA			NA				
HRG0494		SIHUS	2205352	Oryza	latifolia	28/10/1950	28	10	1950	Brazil				-2.460550343	-54.79390688		NA			NA				
HRG0495		SIHUS	1561813	Oryza	latifolia	1808	NA	NA	1808	Colombia				NA	NA		NA			NA				
HRG0496		SIHUS	1539367	Oryza	latifolia	18/12/1931	18	12	1931	Peru				NA	NA		200			NA				
HRG0497		SIHUS	1044902	Oryza	latifolia	15/01/1918	15	1	1918	Colombia				7.209164411	-73.91930789		110 - 120			NA				
HRG0498		SIHUS	1344867	Oryza	latifolia	15/01/1928	15	1	1928	Colombia				NA	NA		NA			NA				
HRG0499		SIHUS	1043151	Oryza	latifolia	05/03/1918	5	3	1918	Colombia				8.013843	-76.192864		70 - 150			NA				
HRG0500		SIHUS	1387791	Oryza	latifolia	30/12/1928	30	12	1928	Venezuela				10.42246288	-68.55278428		120 - 160			NA				
HRG0501		SIHUS	600798	Oryza	latifolia	1899	NA	NA	1899	Colombia				NA	NA		NA			NA				
HRG0502		SIHUS	1911034	Oryza	latifolia	08/03/1944	8	3	1944	Colombia				NA	NA		45056			NA				
HRG0503		SIHUS	2883866	Oryza	latifolia	19/04/1975	19	4	1975	Argentina				-27.55491644	-58.74967999		NA			NA				
HRG0504		SIHUS	1067300	Oryza	latifolia	11/11/1920	11	11	1920	Venezuela				NA	NA		NA			NA				
HRG0505		SIHUS	2546143	Oryza	latifolia	01/09/1966	1	9	1966	Venezuela				9.83	-66.39		NA			NA				
HRG0506		SIHUS	1447502	Oryza	latifolia	10/05/1926	10	5	1926	Colombia				6.038723032	-73.97890641		NA			NA				
HRG0507		SIHUS	3083445	Oryza	latifolia	25/03/1962	25	3	1962	Brazil				-22.65110989	-43.64603904		1.5 - 2			NA				
HRG0508		SIHUS	1866832	Oryza	latifolia	03/06/1944	3	6	1944	Brazil				-0.717948	-49.172979		NA			NA				
HRG0509		SIHUS	2238106	Oryza	latifolia	26/04/1952	26	4	1952	Brazil				-0.820772994	-49.14993492		NA			NA				
HRG0510		SIHUS	1797788	Oryza	latifolia	30/10/1938	30	10	1938	Colombia				NA	NA		120			NA				
HRG0511		SIHUS	1797789	Oryza	latifolia	30/10/1938	30	10	1938	Colombia				NA	NA		120			NA				
HRG0512		SIHUS	1037386	Oryza	latifolia	01/05/1913	1	5	1913	Paraguay				NA	NA		NA			NA				
HRG0513		SIHUS	3337900	Oryza	latifolia	14/12/1985	14	12	1985	Ecuador				-1.05	-77.67		450			NA				
HRG0514		SIHUS	3246566	Oryza	latifolia	06/09/1984	6	9	1984	Bolivia				-13.08	-67.25		180			NA				
HRG0515		SIHUS	2725290	Oryza	latifolia	23/03/1972	23	3	1972	Brazil				NA	NA		40 - 50			NA				
HRG0516		SIHUS	2770449	Oryza	latifolia	12/03/1969	12	3	1969	Brazil				-27.45598528	-48.44687014		10			NA				
HRG0517		SIHUS	3136651	Oryza	latifolia	17/01/1969	17	1	1969	Colombia				NA	NA		340			NA				
HRG0518		SIHUS	3136650	Oryza	latifolia	17/01/1969	17	1	1969	Colombia				NA	NA		340			NA				
HRG0519		SIHUS	2433919	Oryza	latifolia	02/04/1957	2	4	1957	Brazil				-28.3417	-48.8197		2-10			NA				
HRG0520		SIHUS	3239647	Oryza	rufipogon	15/01/1990	15	1	1990	French Guiana				5.667665347	-53.77568269		5			NA				
HRG0521		SIHUS	3256170	Oryza	rufipogon	28/05/1986	28	5	1986	Bolivia				-16.1667	-62		500			NA				
HRG0522		SIHUS	3255903	Oryza	rufipogon	02/04/1986	2	4	1986	Bolivia				-16.0333	-62.0833		490			NA				
HRG0523		SIHUS	3412948	Oryza	rufipogon	21/02/1958	21	2	1958	French Guiana				5.026341479	-52.48562304		NA			NA				
