Sample	Endogenous_fraction	NO_MERGED_READS	DUP_rate	MEDIAN_SIZE	Log_Mean	Lambda	Lambda_R_squared	Lambda_p_value	X5P_DMG_POS1	X5P_DMG_R_squared	X5P_DMG_p_value	Sample_ID	Batch_no	Herbarium	Barcode	Genus	Species	Collection_date	Collection_day	Collection_month	Collection_year	Country	Province	District	Town_Village	Latitude_DD	Longitude_DD	Accuracy	Altitude_m	Tissue_weight_mg	DNA_concentration_QUANTUS_ng_ul	gDNA_DIN	Peak_size	LIB_concentration_tapestation_ng_ul	LIB_concentration_QUANTUS_ng_ul	3P_DMG_POS1	5P_other_freq	3P_other_freq
HRB0132	93.14	9213166	0	41	3.75425729373015	0.0695065925629226	0.997861255569482	8.33830357408506e-197	0.0394984870229511	0.801686440860478	9.31609877397444e-08	HRB0132	#028	NYBGUS	NA	Oryza	latifolia	23/10/1898	23	10	1898	Colombia				11.235	-74.114		250ft	6	0.717	NA	177	16.7	12	0.0404735038183747	0.00345409105392504	0.00338553183898368
HRB0133	87.41	8338737	0	46	3.86307951991045	0.0565670337056327	0.997179444374048	1.76484246065026e-185	0.0340083948650388	0.781857815560185	1.7734288228471e-07	HRB0133	#028	NYBGUS	NA	Oryza	latifolia	15/01/1918	15	1	1918	Colombia				7	-74		110-120m	14.6	2.43	1.5	178	24.3	19	0.035830863739643	0.00316542700233928	0.00324003501685416
HRB0134	95.03	9227395	0	45	3.81826867445282	0.0710442750774048	0.995636527687209	1.79496346367591e-169	0.0126380889918223	0.805857564108571	3.39814713195005e-08	HRB0134	#028	NYBGUS	NA	Oryza	latifolia	20/12/1990	20	12	1990	Colombia				8.2	-76.6		NA	7.9	5.2	1	175	10.1	11	0.013575216766184	0.00265973554609797	0.00271954626712386
HRB0135	92.07	9120490	0	52	3.98282696556504	0.0353523259662937	0.994846987700327	1.23457131072562e-166	0.0121452757761822	0.778300029461387	1.11748093159821e-07	HRB0135	#029	NYBGUS	NA	Oryza	latifolia	06/05/1987	6	5	1987	Ecuador				-2.73	-79.95		0m	3.2	3.67	NA	188	11.4	13	0.0128070916981139	0.00348299093117217	0.00349041655539707
HRB0136	83.59	8259943	0	48	3.90401970595071	0.0485168260150699	0.991591914331949	2.52351763528981e-151	0.0155890821830671	0.808341618090705	2.94933221877346e-08	HRB0136	#029	NYBGUS	NA	Oryza	latifolia	05/05/1988	5	5	1988	Ecuador				-1.06	-77.7		400m	4.6	3.85	NA	185	11	15	0.0168810077358725	0.00334339844756318	0.00339132451151017
HRB0137	93.8	9299911	0	46	3.85593189388179	0.0533076841418425	0.994789935576004	2.72788653311973e-166	0.0117110054633261	0.820946483867552	1.58383591211862e-08	HRB0137	#029	NYBGUS	NA	Oryza	latifolia	15/05/1988	15	5	1988	Ecuador				0.8	-80.05		30m	3.7	3.92	NA	183	13	22	0.0125705408594403	0.00258595762783285	0.00258309232666592
HRB0138	84.13	8323109	0.01	46	3.85813897431693	0.0546307526205318	0.995021006407925	1.04055892475868e-167	0.0202750022916858	0.761461790239529	2.17298278372258e-07	HRB0138	#029	NYBGUS	NA	Oryza	latifolia	03/01/1985	3	1	1985	Bolivia				-16.2	-62.1		500m	5.5	2.37	NA	184	16.2	24	0.0214519333667337	0.00589170881560606	0.00589684231429939
HRB0140	94.62	9329878	0	42	3.77721932690737	0.0684617963392859	0.99603278807487	1.27305424630098e-179	0.0128390636019452	0.824298477486378	1.34962339687704e-08	HRB0140	#029	NYBGUS	NA	Oryza	latifolia	03/06/1982	3	6	1982	Bolivia				-11.08	-66.15		220m	4.5	2.93	NA	181	17.2	23	0.0139140072415743	0.00252297349661486	0.00256889414370864
HRB0141	84.52	8335984	0.01	43	3.79599674350885	0.0632926409596892	0.996837781648578	6.63890869169883e-182	0.0195741644179485	0.735995191709067	5.37701034012775e-07	HRB0141	#029	NYBGUS	NA	Oryza	latifolia	10/11/1990	10	11	1990	Bolivia				-14.55	-62.66		NA	7.5	4.9	NA	179	15.2	19	0.0207244515423026	0.00531282278557212	0.00533535655440297
HRB0142	94.41	9309685	0	47	3.87551708934019	0.0517479414065096	0.994332045182493	1.17468519535111e-163	0.0115893586125647	0.804334626156776	3.63577863426563e-08	HRB0142	#029	NYBGUS	NA	Oryza	latifolia	21/06/1963	21	6	1963	Trinidad				10.3	-61.07		NA	7.4	3.56	1.7	181	15.4	17	0.0123098847637534	0.00253181019704058	0.00259276003084988
HRB0143	86.97	8572010	0.01	38	3.64979493118774	0.0920385253801675	0.999217385152859	6.75218898699535e-235	0.0341069700704714	0.776537066092934	1.22083431743697e-07	HRB0143	#029	NYBGUS	NA	Oryza	latifolia	14/05/1949	14	5	1949	Suriname				5.77	-56.63		MA	5.1	0.285	NA	177	5.49	5.4	0.0348699808683859	0.0060046628849157	0.00590755320355033
HRB0144	95.33	9375218	0	40	3.72389303128088	0.076638930252327	0.997302252346904	1.37672988370064e-194	0.0198956729023614	0.812970732022543	2.84536978241802e-08	HRB0144	#029	NYBGUS	NA	Oryza	latifolia	01/09/1966	1	9	1966	Venezuela				9.76	-66.51		NA	5.4	1.89	NA	181	21.9	26	0.021405879356733	0.00273791259319922	0.00281895975892297
HRB0145	85.21	8373940	0.01	44	3.82568012547517	0.0588533084516513	0.995936172100816	4.6368077638359e-174	0.0186544105548732	0.722420745393386	8.99396336188748e-07	HRB0145	#029	NYBGUS	NA	Oryza	latifolia	25/07/1988	25	7	1988	Peru				-3.69	-73.26		90m	7.1	5.2	1.3	181	13.6	26	0.0199249793375294	0.00547360784733803	0.00543462773330698
HRB0181	75.19	7351433	0.01	36	3.58350920250505	0.119938882315319	0.997938750055151	4.83811446295138e-206	0.0301628448063218	0.828147484612322	2.94769670617976e-08	HRB0181	#030	SIHUS	2205508	Oryza	grandiglumis	10/06/1952	10	6	1952	Brazil				-12.625	-63.12		NA	4.4	0.216	NA	179	2.03	1.84	0.0300787517205706	0.00366922514751392	0.00363639871358056
HRB0182	95.47	9423646	0.01	41	3.74647977317305	0.0748582300328078	0.997678532100315	7.63857030830965e-197	0.0133065304138529	0.80743514382686	3.65682763366158e-08	HRB0182	#030	SIHUS	2769696	Oryza	grandiglumis	24/07/1973	24	7	1973	Brazil				-4.24	-69.94		NA	4	1.16	NA	184	23.9	30	0.0144069089932191	0.00217569422133667	0.00224752641880587
HRB0183	95.23	9417581	0	47	3.89032993744197	0.0516181147459016	0.996189648968284	1.18675983719777e-173	0.0109853943643676	0.791128228144748	6.42625350944406e-08	HRB0183	#030	SIHUS	3142921 (00703435)	Oryza	grandiglumis	15/03/1987	15	3	1987	French Guiana				4.51	-52.05		NA	5.9	6.4	NA	186	13.8	23	0.0123405395597861	0.00256529057279763	0.00268926557591942
HRB0184	73.32	5862502	0.06	31	3.41423748266289	0.119813782402972	0.975790332501384	1.38770109747373e-129	0.0160198350521628	0.852366840598966	6.07278844096215e-09	HRB0184	#030	SIHUS	3010017	Oryza	grandiglumis	16/04/1971	16	4	1971	Brazil				-7.62	-72.85		NA	4.5	0.267	NA	179	0.0961	0.294	0.0154943693332049	0.00409323448852604	0.00396237897049622
HRB0185	83.43	7122946	0	41	3.73564708498609	0.0776199309314238	0.9979720417873	3.45841152993758e-201	0.0247422650956294	0.917468518496212	3.69298018871508e-11	HRB0185	#030	SIHUS	2236299	Oryza	grandiglumis	14/04/1943	14	4	1943	Brazil				-3.64	-55.47		NA	10.3	2.94	NA	178	9.5	12	0.025144587284807	0.00314049146366887	0.00307962467310634
HRB0186	95.12	9342560	0.02	36	3.60664376696838	0.0971347953919914	0.996884049306707	6.80977274300445e-190	0.0205211077841418	0.844394494072086	1.06268638101225e-08	HRB0186	#030	SIHUS	2207138	Oryza	grandiglumis	20/11/1940	20	11	1940	Peru				-3.79	-73.25		NA	5.4	1.2	NA	175	2.05	1.86	0.0209767162514864	0.00318689794837514	0.00322556023197217
HRB0187	95.73	9430326	0.01	39	3.67167000324494	0.0943249364085279	0.998200344675094	5.01732660182033e-205	0.0162373677661089	0.820109742261222	2.44179532181622e-08	HRB0187	#030	SIHUS	1982770	Oryza	grandiglumis	15/08/1948	15	8	1948	Peru				-5.46	-75.9		NA	5.7	0.679	NA	178	5.21	5.7	0.0168729269276169	0.00309994336032167	0.00309259159893216
HRB0188	65.89	5415039	0.15	32	3.44044240690214	0.139703597406841	0.969460496583966	1.40764692144613e-118	0.0153088003136915	0.7469468610538	4.76543653710572e-07	HRB0188	#030	SIHUS	1982669	Oryza	grandiglumis	01/03/1946	1	3	1946	Colombia				-3.76	-70.39		100m	4.4	0.0806	NA	183	0.057	0.238	0.0153981342406686	0.00375467737694772	0.00387140427377615
HRB0189	89.87	8802845	0.03	35	3.57855659573302	0.106972407509439	0.995823145637313	9.90262470527535e-183	0.0175798705178386	0.752213304355739	3.36778564408732e-07	HRB0189	#030	SIHUS	2631972	Oryza	grandiglumis	10/03/1966	10	3	1966	Bolivia				-14.83	-64.9		200m	4.9	0.456	NA	173	1.75	1.91	0.0183834575377775	0.00453836079305133	0.00463521645585418
HRB0190	89.72	8764533	0.02	35	3.56609827630472	0.116067473419716	0.996271152787799	4.80911647196816e-184	0.0173429966734565	0.795103836537758	6.31291132966996e-08	HRB0190	#030	SIHUS	2656087	Oryza	grandiglumis	15/12/1951	15	12	1951	Brazil				-6.23	-57.76		NA	6.4	0.0538	NA	176	1.18	1.05	0.017871314641716	0.00488820955996015	0.00482006455082581
HRG0034_S80	96.17	60290	NA	47	3.88742251854989	0.0604420297200298	0.988215258539291	4.86041111883878e-133	0.00999145467692105	0.743973743461058	5.00880882075753e-07	HRG0034		NHMUK	BM013399248	Oryza	latifolia	20/08/1981	20	8	1981	Nicaragua				11.68	-85.985		NA	NA	NA	NA	NA	NA	NA	0.0118529431460524	0.00272903527243275	0.00276886671979542
HRG0035_S75	97.54	4393	NA	43	3.77995457844241	0.0679044611746157	0.93350916909755	5.0070665035463e-76	0.0227894257064722	0.593450900284969	8.27902816775228e-05	HRG0035		NHMUK	BM013399249	Oryza	latifolia	21/08/1971	21	8	1971	Honduras				14.867	-89.093		NA	NA	NA	NA	NA	NA	NA	0.0180952380952381	0.00217844097649238	0.00213338204591381
HRG0036_S7	94.82	43395	NA	54	4.00087507375848	0.0469284812417466	0.974656490967413	1.995189584773e-102	0.0165106833833657	0.804771849446186	5.08238469095491e-08	HRG0036		NHMUK	BM013399250	Oryza	latifolia	NA	NA	NA	NA	Guatemala				15.25	-89.105		NA	NA	NA	NA	NA	NA	NA	0.0196043486009624	0.00189501151699805	0.00204214899179956
HRG0037_S31	94.82	32254	NA	47	3.87712347314496	0.0596815505154046	0.977849144735011	2.11699117320689e-114	0.0153165418652144	0.630217838962025	1.16652285808203e-05	HRG0037		NHMUK	BM013399251	Oryza	latifolia	01/09/1922	1	9	1922	Cuba				20.755	-77.033		NA	NA	NA	NA	NA	NA	NA	0.0151586368977673	0.00320620032532963	0.00295025312899443
HRG0038_S89	2.33	1807	NA	37	3.56202454796138	0.0465609724589412	0.828991574656922	4.35891955623275e-57	0.0218687872763419	0.288024217246555	0.00699948916628802	HRG0038		NHMUK	BM013399252	Oryza	latifolia	13/02/2004	13	2	2004	El Salvador				13.8	-90.07		NA	NA	NA	NA	NA	NA	NA	0.0182149362477231	0.00718375802391788	0.00641505493414821
HRG0039_S8	64.36	24979	NA	46	3.84220384937042	0.0642292945361731	0.965050087420276	9.07279297069482e-107	0.0351676978183002	0.78212838429227	1.48070570020438e-07	HRG0039		NHMUK	BM013399253	Oryza	latifolia	NA	NA	NA	NA	Panama				8.9	-80.3		NA	NA	NA	NA	NA	NA	NA	0.0346225299780442	0.00358644785870235	0.00409054009425807
HRG0040_S39	89.31	25597	NA	46	3.85654303363017	0.0621920079992696	0.963184726547336	2.8713825204344e-102	0.0169655172413793	0.573195604410222	4.47399117822606e-05	HRG0040		NHMUK	BM013399254	Oryza	latifolia	18/12/1931	18	12	1931	Peru				-4.42	-77.649		200	NA	NA	NA	NA	NA	NA	0.0186981583017011	0.00383118001359086	0.0035039671548307
HRG0041_S90	95.73	52862	NA	64	4.22358406550154	0.0259749000467296	0.9740194367538	1.4356722811224e-98	0.00507731363951073	0.49122001410704	0.000281943690205944	HRG0041		NHMUK	BM000895689	Oryza	latifolia	28/10/2005	28	10	2005	Belize				16.55	-88.71		NA	NA	NA	NA	NA	NA	NA	0.00739430959652789	0.00156697001036229	0.00158157863545279
HRG0042_S91	14.09	8221	NA	49	3.93730844131454	0.0434927119264533	0.942195321575726	4.96692156049633e-91	0.015744032503809	0.219449595211437	0.0185759909130807	HRG0042		NHMUK	BM000934341	Oryza	latifolia	23/01/2005	23	1	2005	Paraguay				-26.57527778	-58.04083333		NA	NA	NA	NA	NA	NA	NA	0.0163415919873484	0.00745559379984914	0.00689884647764559
HRG0043_S92	82.22	36719	NA	53	4.00821501425932	0.044424826795394	0.980828752422652	1.66167755322013e-113	0.0137001559367342	0.22590416115264	0.0162542559071665	HRG0043		NHMUK	BM000934145	Oryza	latifolia	01/02/2005	1	2	2005	Paraguay				-24.28	-58.555		NA	NA	NA	NA	NA	NA	NA	0.0181970549503173	0.0053426438212313	0.00540047815087469
HRG0044_S74	92.37	121	NA	31	3.45601573950157	0.0337715957076102	0.331462353400397	0.000155643276345989	0	0.699452662175836	0.0389036808585352	HRG0044		HUHUS	NA	Oryza	latifolia	06/11/1968	6	11	1968	Nicaragua				13.393	-86.398		1000	NA	NA	NA	NA	NA	NA	0.0333333333333333	0	0.00740740740740741
HRG0045_S76	95.6	52597	NA	50	3.95847594204585	0.046540563490521	0.983652416239032	3.65626618071116e-125	0.00882440921328148	0.560394885132182	6.79698518371331e-05	HRG0045		HUHUS	NA	Oryza	latifolia	30/07/1972	30	7	1972	Nicaragua				13.526	-85.923		NA	NA	NA	NA	NA	NA	NA	0.00910815939278937	0.00218926448912052	0.00216672866189951
HRG0046_S33	96.35	27770	NA	45	3.82928509338804	0.0667506130556322	0.972482837069285	3.01608043616909e-114	0.0145873853848291	0.726993314337298	8.14656945263893e-07	HRG0046		HUHUS	NA	Oryza	latifolia	25/02/1922	25	2	1922	El Salvador				13.486	-88.157		110	NA	NA	NA	NA	NA	NA	0.0169145523476232	0.00263983509867263	0.00274678775033962
HRG0047_S56	74.62	49845	NA	45	3.82060263958857	0.0696708891892464	0.986173057924933	1.85869316775152e-126	0.0198218262806236	0.792882131107973	8.01727876935178e-08	HRG0047		HUHUS	NA	Oryza	latifolia	01/07/1949	1	7	1949	Costa Rica				9.901	-84.627		30-100	NA	NA	NA	NA	NA	NA	0.0226676210928179	0.00254026582614842	0.00276099360106545
HRG0048_S45	91.13	21549	NA	49	3.91703952034799	0.0615804689321899	0.96300777749167	2.20891649887515e-96	0.019611505416511	0.618481052623807	1.39244729109801e-05	HRG0048		HUHUS	NA	Oryza	latifolia	10/03/1939	10	3	1939	Panama				9.003	-79.594		0-10	NA	NA	NA	NA	NA	NA	0.019293845263361	0.00425710143053278	0.00402410993377328
HRG0049_S50	95.61	73606	NA	50	3.9214205268236	0.0544034591830225	0.988246271326863	2.55905410942281e-127	0.0127227773771505	0.792134470998026	9.6048658085403e-08	HRG0049		HUHUS	NA	Oryza	latifolia	04/03/1942	4	3	1942	Belize				16.543	-88.548		NA	NA	NA	NA	NA	NA	NA	0.0125080179602309	0.00160314305123498	0.00160300146300207
HRG0050_S48	100	5	NA	69	4.1449461526835	NA	NA	NA	0	NA	NA	HRG0050		HUHUS	NA	Oryza	latifolia	26/07/1939	26	7	1939	Mexico				18.262	-92.103		NA	NA	NA	NA	NA	NA	NA	0	NA	NA
HRG0051_S36	89.69	43196	NA	42	3.74055417761171	0.086455073198411	0.980699376724432	2.43957631317234e-125	0.0360131879279736	0.854701106965815	7.0929995856842e-09	HRG0051		HUHUS	NA	Oryza	latifolia	26/08/1922	26	8	1922	Cuba				20.755	-77.033		NA	NA	NA	NA	NA	NA	NA	0.0433820274457725	0.00312946318062683	0.00354276149498161
HRG0052_S37	94.99	26198	NA	48	3.89219273910363	0.0589999793372767	0.975403963800649	1.80173559727953e-106	0.0127554718075083	0.477206841546466	0.000339065863209545	HRG0052		HUHUS	NA	Oryza	latifolia	01/09/1922	1	9	1922	Cuba				20.755	-77.033		NA	NA	NA	NA	NA	NA	NA	0.0184417441029307	0.00370403118154703	0.00319018189513347
HRG0053_S65	83.87	61225	NA	48	3.88726043173442	0.0611428698137418	0.985903883327215	2.59498217784775e-133	0.0185741600655559	0.482064220291021	0.000330672075291551	HRG0053		HUHUS	NA	Oryza	latifolia	19/03/1961	19	3	1961	Argentina				-27.815	-58.653		NA	NA	NA	NA	NA	NA	NA	0.0184091698506426	0.00628046960730775	0.00631838756563921
HRG0054_S72	86.54	56433	NA	42	3.74981772732383	0.0796916704665092	0.988283985202975	5.97974041315968e-141	0.0238277179576242	0.779729553295756	1.18595022967516e-07	HRG0054		HUHUS	NA	Oryza	latifolia	07/04/1967	7	4	1967	Argentina				-31.131	-59.92		NA	NA	NA	NA	NA	NA	NA	0.0259796492747348	0.0061413989631774	0.00619322134623967
HRG0055_S18	83.54	21257	NA	44	3.79486597203427	0.0790078462072311	0.96783089919932	1.2953777858254e-108	0.0436911487758945	0.65897982701882	5.8974740369886e-06	HRG0055		HUHUS	NA	Oryza	latifolia	1890	NA	NA	1890	Paraguay				-22.474	-62.286		NA	NA	NA	NA	NA	NA	NA	0.0416747431672805	0.00727698626844186	0.00620353448033864
HRG0056_S25	84.58	22268	NA	46	3.85168012352728	0.0694266891744576	0.962677476305095	3.97237983299121e-96	0.0246652572233968	0.737796601563415	5.7997196751932e-07	HRG0056		HUHUS	NA	Oryza	latifolia	1913	NA	NA	1913	Paraguay				-25.317	-57.229		NA	NA	NA	NA	NA	NA	NA	0.0254718709913872	0.0064633112414456	0.00611894104100895
HRG0057_S28	90.04	21115	NA	47	3.88411122373421	0.0603655269767571	0.964210455590735	1.97547664710309e-94	0.0184462575381341	0.580221921840315	3.2114704399429e-05	HRG0057		HUHUS	NA	Oryza	latifolia	11/11/1920	11	11	1920	Venezuela				10.462	-68.288		10-100	NA	NA	NA	NA	NA	NA	0.0185218165627783	0.00314356012644256	0.00316462094491589
HRG0058_S40	91.98	18034	NA	50	3.93569314651859	0.0532966768128816	0.96805569156056	4.33163071522285e-99	0.027027027027027	0.729055181422319	9.12313563886497e-07	HRG0058		HUHUS	NA	Oryza	latifolia	18/12/1931	18	12	1931	Peru				-4.42	-77.649		200	NA	NA	NA	NA	NA	NA	0.0277456647398844	0.00314173646826811	0.0034977580513908
HRG0059_S84	79.88	40529	NA	57	4.08176979656444	0.0336560965312839	0.980268947413383	1.07934653866187e-112	0.013867635807192	0.13254195639277	0.0570289733257887	HRG0059		HUHUS	NA	Oryza	latifolia	25/07/1983	25	7	1983	Brazil				-3.39	-57.875		NA	NA	NA	NA	NA	NA	NA	0.0157572220601109	0.00709268955082927	0.00684808288872709
HRG0280_S29	93.28	23687	NA	54	4.0167155564796	0.042793332834008	0.971465674445839	3.50945210134584e-99	0.0142011834319527	0.662592219549366	5.85355885766995e-06	HRG0280		RBGK	K001280261	Oryza	latifolia	28/08/1922	28	8	1922	Cuba				20.94318557	-76.95955594		NA	NA	NA	NA	NA	NA	NA	0.0186652579679521	0.00294034696466989	0.00273235167183498
HRG0281_S30	94.37	25619	NA	51	3.95289591086749	0.0549646822089037	0.979648969600523	8.06577018113117e-112	0.0131890930646117	0.67373475075484	4.75959600426333e-06	HRG0281		RBGK	K001280262	Oryza	latifolia	01/09/1922	1	9	1922	Cuba				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0154057352043929	0.00305404618293031	0.0028686932906191
HRG0282_S38	93.86	21135	NA	56	4.06810206455642	0.034041544029593	0.969112265107291	5.17749673442407e-97	0.0142066420664207	0.35659929968621	0.00216356467568681	HRG0282		RBGK	K001280263	Oryza	latifolia	07/09/1925	7	9	1925	Haiti				19.80721632	-72.43491867		NA	NA	NA	NA	NA	NA	NA	0.00953288846520496	0.00271531656941558	0.00340936102829019
HRG0283_S77	2.97	2828	NA	47	3.85565567561235	0.0462057620340176	0.824252246113953	1.02731956394443e-54	0.0214205186020293	0.00800832773595206	0.345674485998457	HRG0283		RBGK	NA	Oryza	latifolia	06/12/1976	6	12	1976	Trinidad				10.42475796	-61.0531481		NA	NA	NA	NA	NA	NA	NA	0.0159453302961276	0.0113982503742284	0.0100636531653692
HRG0284_S52	80.32	53873	NA	49	3.92709205672736	0.0511828048087969	0.985253779891602	1.38791635003572e-124	0.0301762772632208	0.651956633884293	6.68156423217698e-06	HRG0284		RBGK	K001280265	Oryza	latifolia	01/09/1945	1	9	1945	Trinidad				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0367856867432714	0.00599295644342902	0.00590485023850894
HRG0285_S13	77.93	19701	NA	43	3.7630666385308	0.0821038431524092	0.97063924183979	2.60996461329503e-105	0.0388180764774044	0.711831539348595	1.33563708153502e-06	HRG0285		RBGK	K001280267	Oryza	latifolia	14/02/1845	14	2	1845	Trinidad				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0395923167385339	0.00602515217444709	0.0057625972641559
HRG0286_S67	91.87	85388	NA	51	3.96919268825386	0.0467346268689402	0.99219065030351	5.68969474527879e-141	0.0119311629557349	0.639530972054115	8.79242238897e-06	HRG0286		RBGK	K001280268	Oryza	latifolia	21/06/1963	21	6	1963	Trinidad				10.33112578	-61.09933496		NA	NA	NA	NA	NA	NA	NA	0.0129507127550545	0.00305252771631758	0.00324725928061715
HRG0287_S27	2.96	593	NA	25	3.36604795651138	0.0412258400328389	0.600262458182832	3.16354459594116e-21	0.0103092783505155	0.0317190109954522	0.250236421594227	HRG0287		RBGK	K001280255	Oryza	latifolia	12/11/1920	12	11	1920	Cuba				21.89480485	-82.80154417		NA	NA	NA	NA	NA	NA	NA	0.0256410256410256	0.0206661484618127	0.0139561090180583
HRG0288_S49	32.5	22158	NA	43	3.77177083714749	0.0668028554469175	0.969187996508309	1.10967300500823e-107	0.0390521327014218	0.504412399596489	0.00015281456742282	HRG0288		RBGK	K001280258	Oryza	latifolia	05/01/1940	5	1	1940	Cuba				22.35730976	-83.67053698		NA	NA	NA	NA	NA	NA	NA	0.0372793971842157	0.010758890086124	0.0110882462693068
HRG0289_S78	93.35	71727	NA	48	3.90627807739958	0.0513473801528064	0.98935981850764	5.50431497917604e-142	0.0156316461080391	0.748024849698004	4.13723440813082e-07	HRG0289		RBGK	K001268737	Oryza	rufipogon	01/09/1979	1	9	1979	Guyana				7.535121539	-58.7434789		2	NA	NA	NA	NA	NA	NA	0.0176114474408365	0.00296170965686072	0.00286260268175279
HRG0291_S73	92.75	3963	NA	47	3.86909978378419	0.0600013446586469	0.901129119425726	3.58183267466426e-66	0.0168350168350168	0.136017538095265	0.0412509813288763	HRG0291		RBGK	K001268742	Oryza	rufipogon	03/09/1968	3	9	1968	Suriname				2.029949363	-56.1533472		255	NA	NA	NA	NA	NA	NA	0.0168141592920354	0.0055655005915443	0.00378569714148223
HRG0292_S68	79.18	81760	NA	48	3.90437217459013	0.0613618949987241	0.988749456887631	1.66226706445139e-130	0.0213805133316721	0.715758038808254	1.05843241141351e-06	HRG0292		RBGK	K001055160	Oryza	rufipogon	22/11/1965	22	11	1965	Brazil				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0237556561085973	0.00526494126271862	0.00519960463029762
HRG0293_S41	77.87	18834	NA	50	3.94135421128587	0.0506228039187829	0.965020264670114	2.30235871798151e-102	0.025832492431887	0.676079773469839	4.17040980475469e-06	HRG0293		RBGK	K001055158	Oryza	rufipogon	02/05/1934	2	5	1934	Brazil				NA	NA		NA	NA	NA	NA	NA	NA	NA	0.0241515719342078	0.00361730421350713	0.00360254547642089
HRG0294_S69	95.74	147727	NA	49	3.90868675695076	0.0582605789081586	0.988878503601769	7.76239164330494e-131	0.0136351740382099	0.785069376589185	9.0589511594837e-08	HRG0294		RBGK	K001055157	Oryza	rufipogon	11/06/1966	11	6	1966	Brazil				NA	NA		600-1000	NA	NA	NA	NA	NA	NA	0.0146842478068981	0.00237616845345992	0.00239732685337907
HRG0295_S55	87.68	17067	NA	39	3.67264084858112	0.0859079020928031	0.967356642214728	2.04912688763099e-107	0.0245920478051023	0.612269674685254	1.81514444527846e-05	HRG0295		RBGK	K001268745	Oryza	latifolia	14/05/1949	14	5	1949	Suriname				5.761866005	-56.68273913		NA	NA	NA	NA	NA	NA	NA	0.0285975749256463	0.00643726728605674	0.00590809413671046
HRG0296_S66	86.59	66408	NA	42	3.75564344868018	0.0796978372713561	0.987317149496586	1.80448457464759e-138	0.0247262247838617	0.616089660168172	1.72688142264473e-05	HRG0296		RBGK	K001268747	Oryza	latifolia	22/02/1962	22	2	1962	French Guiana				5.017	-52.65		NA	NA	NA	NA	NA	NA	NA	0.0281003670497623	0.00621760897442398	0.0060809126003897
HRG0297_S61	82.05	54736	NA	46	3.83768652822397	0.0753706697160963	0.979739739914235	9.86507496463964e-119	0.0300849287462214	0.70996889865101	1.1530204181437e-06	HRG0297		RBGK	K001268750	Oryza	latifolia	10/10/1955	10	10	1955	French Guiana				5.017	-52.65		NA	NA	NA	NA	NA	NA	NA	0.0336717933403016	0.00568061263754893	0.00622907045417565
HRG0298_S54	93.07	57283	NA	49	3.91882796281309	0.0560237677800829	0.987618688010762	9.24901202978868e-128	0.020271168416855	0.659467894261192	5.40371325020553e-06	HRG0298		RBGK	K001268752	Oryza	latifolia	01/09/1948	1	9	1948	Guyana				3.021516792	-59.52368223		NA	NA	NA	NA	NA	NA	NA	0.0238347084126648	0.00303775824059909	0.00314626368207781
HRG0299_S79	84.71	55816	NA	49	3.91518120782066	0.047602847057027	0.985735106886909	4.26552697268915e-131	0.01761593092884	0.286315131215937	0.0064148508648027	HRG0299		RBGK	K001268753	Oryza	latifolia	01/09/1979	1	9	1979	Guyana				NA	NA		2	NA	NA	NA	NA	NA	NA	0.0184089414858646	0.00591909797151786	0.0058822340073273
HRG0300_S42	81.84	14344	NA	53	3.98683982426397	0.0451551181248288	0.956567623016569	1.64133165687655e-94	0.0276538804638715	0.344490162637573	0.00270564299124605	HRG0300		RBGK	K001268755	Oryza	latifolia	11/10/1937	11	10	1937	Guyana				3.7511	-59.3118		NA	NA	NA	NA	NA	NA	NA	0.0233589591957422	0.00642388448596912	0.00604942164469417
HRG0301_S53	91.13	56692	NA	48	3.90011826537143	0.0615822816212249	0.990161079461125	2.50171446244519e-130	0.0208011243851019	0.778681848353831	1.25954965877977e-07	HRG0301		RBGK	K001055161	Oryza	rufipogon	08/01/1945	8	1	1945	Brazil				-0.978226535	-62.91045299		NA	NA	NA	NA	NA	NA	NA	0.0247440901391855	0.00240331899500995	0.00272841201412679
HRG0302_S26	92.71	36168	NA	46	3.84914844825817	0.0668675755917526	0.982882732624649	3.02954969957443e-120	0.0149108589951378	0.683339309173279	2.75318109402716e-06	HRG0302		RBGK	K001055163	Oryza	rufipogon	17/06/1937	17	6	1937	Brazil				NA	NA		142	NA	NA	NA	NA	NA	NA	0.0159991049451779	0.00267182563329082	0.00298632891831073
HRG0303_S87	1.09	894	NA	21	3.20286534152422	0.0568122664507116	0.61761215602244	1.73006252086034e-20	0.0255591054313099	0.268770272029996	0.0143180054389176	HRG0303		RBGK	K001055164	Oryza	rufipogon	24/03/1998	24	3	1998	Brazil				-4.766667	-42.116667		125	NA	NA	NA	NA	NA	NA	0.0126582278481013	0.020982951738955	0.027234693276093
HRG0304_S63	21.88	27637	NA	43	3.78447644462267	0.0722526799237238	0.969012355951761	1.56430462365731e-110	0.025952595259526	0.525476523038905	0.000126504472111667	HRG0304		RBGK	K001055153	Oryza	rufipogon	08/07/1983	8	7	1983	Brazil				-4.166667	-58.683333		NA	NA	NA	NA	NA	NA	NA	0.030077568466044	0.0122537244724177	0.0107133191607526
