Sample	Endogenous_fraction	NO_MERGED_READS	DUP_rate	MEDIAN_SIZE	Log_Mean	Lambda	Lambda_R_squared	Lambda_p_value	X5P_DMG_POS1	X5P_DMG_R_squared	X5P_DMG_p_value	Sample_ID	Batch_no	Herbarium	Barcode	Genus	Species	Collection_date	Collection_day	Collection_month	Collection_year	Country	Province	District	Town_Village	Latitude_DD	Longitude_DD	Accuracy	Altitude_m	Tissue_weight_mg	DNA_concentration_QUANTUS_ng_ul	gDNA_DIN	Peak_size	LIB_concentration_tapestation_ng_ul	LIB_concentration_QUANTUS_ng_ul	3P_DMG_POS1	5P_other_freq	3P_other_freq
3359006_AB_65227_S5	94.93	8833017	0.32	49	3.91758465435552	0.0465546749915943	0.996440590986711	2.66266545524484e-173	0.00983403533441267	0.802298339792425	3.99061456434713e-08	HS0029	#005	RBGK	K001451990	Hordeum	spontaneum	1956	NA	NA	1956	Azerbaijan	Baku	Baku	Baku	40.39	49.88	District level		6.7	41	NA	189	20.7	29	0.0101764664346864	0.0022954016819287	0.00238908028159587
3359007_AB_65204_S6	96.07	8784915	0.31	44	3.81515353455263	0.0662882233103521	0.997094305342923	4.33402565366048e-187	0.0115506050998952	0.760929453277199	2.36356308967651e-07	HS0030	#005	RBGK	K001451989	Hordeum	spontaneum	13/05/1912	13	5	1912	Azerbaijan	Baku	Baku	NA	40.39	49.88	District level		7.1	27	NA	183	11.5	13	0.0122596426430805	0.00240512330392027	0.00251801074862464
3359008_EB5_S7	92.9	82067	0.1	50	3.9329513986196	0.0415587670953796	0.988973761459283	6.31525525543749e-139	0.0138078996589284	0.598409965970208	2.78429091948089e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0127090669014085	0.00399626025039186	0.00319233945326629
3359009_LB5_S8	96.08	18682	0.06	53	3.97289378110964	0.0458279676048906	0.963341357351376	9.17821149737214e-94	0.0113030496907656	0.362616899252038	0.00173423429045191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0127220881772318	0.00316815927423612	0.00384809599617788
3359010_AB_65229_S9	95.57	11117809	0.33	53	3.99072524762629	0.0310044207537157	0.988682041228879	3.92920534892274e-138	0.00677569689366293	0.665086375199926	4.71946085057749e-06	HS0038	#008	RBGK	K001451935	Hordeum	spontaneum	07/05/1994	7	5	1994	Israel	NorthIsrael	Haifa	Binyamina	32.52	34.97	Town level		7.7	6.7	NA	189	7.04	7	0.00711734938611268	0.00522085621373354	0.00537626286937911
3359011_AB_65303_S10	96.6	9604778	0.35	52	3.98306161048779	0.0345812300213708	0.998983940691341	2.01876532747144e-205	0.00654471757528469	0.679010451173357	3.12465198805991e-06	HS0044	#008	RBGK	K001451926	Hordeum	spontaneum	20/04/1999	20	4	1999	Israel	UpperGalilee	Jazreel Valley	Bethlehem	32.74	35.19	Town level		7.7	35	-	187	14.4	13	0.006957935621114	0.00357230427902452	0.00364826631127511
3359012_EB8_S11	73.15	15668	0.08	44	3.80316429359566	0.0636541406931808	0.946120262697207	8.98302181942935e-96	0.0172365860439255	0.588566346137784	4.46562224468985e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0190903986524424	0.00354928669906017	0.003465857054809
3359013_LB8_S12	95.95	26150	0.1	48	3.88932123464117	0.0495862217553758	0.974627801288503	8.73557566909021e-117	0.014882381180989	0.734155820304745	6.99703348800534e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01557732455436	0.00286616053664142	0.00258661579802565
3359014_AB_65218_S13	93.52	9452900	0.31	46	3.84165750931081	0.0621698746045257	0.988629114992558	6.14996878257784e-140	0.014633650459544	0.79311482178885	8.5936948523744e-08	HV0031	#012	RBGK	K001451051	Hordeum	vulgare	17/05/1877	17	5	1877	France	Ile-de-France	Essonne	Milly-la-Foret	48.4	2.47	Town level		5.5	1.09	NA	182	13.6	12	0.0152567415125798	0.00222678296640903	0.00223718480849149
3359015_AB_65219_S14	95.28	11211877	0.3	42	3.76681761124029	0.0657396711357555	0.992801194929282	1.28602613507493e-162	0.0123990838469316	0.862053825662417	2.51862012520584e-09	HV0032	#012	RBGK	K001451050	Hordeum	vulgare	16/07/1876	16	7	1876	France	Ile-de-France	Paris	NA	48.86	2.35	Town level		5.9	1.87	NA	182	12.1	7.9	0.0125147535043421	0.00214024950935835	0.00208807943246297
3359016_EB12_S15	22.95	3676	0.18	54	3.98577093949567	0.0400025912047584	0.835601241863476	3.57977678350928e-55	0.0155440414507772	0.0711828956467868	0.126763464448311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00856793145654835	0.00445718507737054	0.00299465549350784
3359017_LB12_S16	95.92	16874	0.16	50	3.93451162373385	0.0471662154778488	0.95809177685861	6.01205168664287e-97	0.0143606738470036	0.453752620741648	0.000481387670971821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010711343037627	0.00322409648979676	0.00180115059476031
3359018_EB13_S17	84.18	18988	0.09	48	3.90166783964251	0.039431619533798	0.965181545315138	2.00028561285568e-105	0.0138699408822192	0.779321993205853	1.64509815176382e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011756876663709	0.00400846925992354	0.00328986423041967
3359019_LB13_S18	94.35	18421	0.09	39	3.70702136392337	0.0783230819425445	0.950782625627927	1.02305943678808e-96	0.0139075818752804	0.678440427473873	4.65752157143506e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0210715086303519	0.00327684283313896	0.00274904848090293
3359020_AB_65208_S19	97.1	9700595	0.33	51	3.95016262517067	0.0463939079186257	0.991295538748592	5.4788829692642e-142	0.00914643910298259	0.762387160864261	2.06602038992083e-07	HS0091	#014	RBGK	K001451961	Hordeum	spontaneum	25/03/1980	25	3	1980	Iraq	Diyala	Balad Ruz	Mandali	33.92	45.4	Town level		6.8	10	1.6	184	13.4	12	0.00960159970806073	0.00214514164051037	0.0022784516223092
3359021_AB_65304_S20	91.17	12221284	0.31	44	3.82094009736235	0.0673844214479522	0.997087056654223	6.21198852793522e-182	0.00857948292977897	0.70080868896882	1.60392339241076e-06	HS0092	#014	RBGK	K001451960	Hordeum	spontaneum	01/04/1962	1	4	1962	Iraq	Saladin	NA	Baiji/Haditha	34.58	42.99	District level		8.2	5.7	NA	183	13.5	11	0.00949500000615839	0.00206469721312193	0.00218042335002214
3359022_AB_65149_S21	96.05	9059965	0.32	48	3.88786557999404	0.0646983090194168	0.992810241060771	1.23734489207341e-147	0.0100425592912018	0.851591039961613	4.08813285701547e-09	HS0093	#014	RBGK	K001451959	Hordeum	spontaneum	02/05/1974	2	5	1974	Iraq	Nineveh	NA	Nimrud	36.1	43.33	Town level		12	13	NA	184	17.5	21	0.0101152541906708	0.00212907715793667	0.00216662777936695
3359023_AB_65267_S22	96.82	9845803	0.34	52	3.97235069712472	0.042513019656624	0.99362629400396	5.41017338199546e-149	0.0104931516954779	0.724521595059839	7.81425282456548e-07	HS0094	#014	RBGK	K001451958	Hordeum	spontaneum	30/03/1962	30	3	1962	Iraq	AL Anbar	Rutba	Wadi Hawran	33.14	40.42	District level		5.2	5.5	NA	179	17.2	20	0.0106705403749179	0.00233853430799414	0.00244042151251319
3359024_AB_65171_S23	90.83	10499571	0.36	54	3.9958781312686	0.0295682229410778	0.991733425452697	7.43403842248007e-152	0.00931756804098747	0.68335607593274	2.65009715820095e-06	HS0095	#014	RBGK	K001451968	Hordeum	spontaneum	21/05/1948	21	5	1948	Iraq	Nineveh	Mosul	NA	36.36	43.13	District level		4.9	3.47	NA	189	9.09	9.7	0.00936036288497248	0.00278596151545907	0.00293661369128773
3359025_EB14_S24	82.85	12376	0.17	49	3.90285623539457	0.0562437612378357	0.94258679662464	5.05838225561425e-85	0.0178849144634526	0.608600075239801	3.16466893045668e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0144376899696049	0.00316734948154316	0.00295678470313177
3359026_LB14_S25	90.37	15374	0.1	49	3.91465026832988	0.0567072658489578	0.954322747424259	5.05792468856338e-93	0.0175765645805593	0.58708070630771	4.35714883268674e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0183218268720127	0.0038035078298379	0.00254383565833564
3359027_AB_65263_S26	96.25	10458523	0.32	49	3.90927900515158	0.060185116619685	0.988012666830926	1.30187719929163e-130	0.00859820331414551	0.810576397874922	2.85246793024642e-08	HS0080	#015	RBGK	K001451946	Hordeum	spontaneum	16/04/1940	16	4	1940	Syria	NA	NA	NA	35	38	Country level		7	12	1.6	189	13.8	12	0.00913312217472862	0.00250529492200531	0.00264496577963834
3359028_AB_65236_S27	91.67	9274002	0.34	60	4.08341960787489	0.0260476738880994	0.980572646201493	2.8529461106356e-106	0.00966183853489318	0.725711105362835	7.21118946840214e-07	HS0086	#015	RBGK	K001451950	Hordeum	spontaneum	19/04/1945	19	4	1945	Jordan	Maan	Wadi Musa	NA	30.21	35.47	District level		6.9	4.01	NA	187	13.7	10	0.00994801982945084	0.00346152564452788	0.00372718595188159
3359029_AB_65305_S28	96.23	13591838	0.36	52	3.96183170463492	0.0521127409194362	0.983507666334171	2.50632023819281e-121	0.0144144230798658	0.793706655586169	7.3145276143406e-08	HS0101	#015	RBGK	K001451971	Hordeum	spontaneum	31/05/1948	31	5	1948	Iraq	Duhok	Akre	NA	36.73	43.88	District level		7.5	6.6	NA	189	12	9.1	0.0151081327783931	0.00245814713853526	0.00257204426831349
3359030_AB_65212_S29	96.68	9497648	0.34	53	3.98125229224378	0.0450632642255391	0.977851272455123	9.56614660166561e-113	0.00916347810272125	0.72428966710633	7.48098208563336e-07	HS0102	#015	RBGK	K001451970	Hordeum	spontaneum	08/05/1947	8	5	1947	Iraq	Duhok	Bedhair	NA	37.1	42.53	District level		4.9	11	NA	186	10.1	9.5	0.00954842499067638	0.00253026924551904	0.00269301852852691
3359031_AB_65238_S30	93.32	10728713	0.32	48	3.88206902285524	0.0692734458723241	0.988802921129271	1.49935308469745e-134	0.0137598936489186	0.801362435509513	4.72724372539321e-08	HS0103	#015	RBGK	K001451969	Hordeum	spontaneum	08/05/1932	8	5	1932	Iraq	NA	NA	NA	33	44	Country level		4.9	4.99	1.1	187	12.9	11	0.0150325784406331	0.00238904147722727	0.00252137530497992
3359032_EB15_S31	29.84	13963	0.11	48	3.90855765820473	0.0445339176761848	0.957118038635539	2.93455583176592e-96	0.0127289661595778	0.788665873215188	1.80982235292449e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0126342387871131	0.00389334862247466	0.00280104769691392
3359033_LB15_S32	90.66	31910	0.09	49	3.91021811961014	0.0401570581060415	0.974530564590412	1.15058918367165e-116	0.0148167747056489	0.701398063300074	2.21005012677791e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0140512147078135	0.00383849344772863	0.00344259940424325
3359034_EB16_S33	94.39	9666	0.07	53	3.98514963428158	0.0380067999983874	0.923534937230953	4.42640461063356e-71	0.0157284768211921	0.3032872614403	0.00330587254440379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0119453924914676	0.00553080508748166	0.00351298237568713
3359035_LB16_S34	95.58	27997	0.09	47	3.86695432032994	0.0583558693601532	0.975725715061386	3.61252671234343e-118	0.0121259842519685	0.520292604788405	0.000130550079918806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0114250424579281	0.00298556906889705	0.00266846902902751
3359036_EB17_S35	78.13	13016	0.09	53	3.98614351531884	0.0324641103566336	0.935021612368562	2.26856140578227e-87	0.0174917491749175	0.394085740655434	0.00124354962203587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0108982826948481	0.0052232609078823	0.00407701450922822
3359037_LB17_S36	93.68	37799	0.09	51	3.94103257316455	0.0426784413179379	0.979624301518248	7.2181754505113e-117	0.0125406409660938	0.424401342446542	0.00074587613408354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010065543071161	0.00371483674400595	0.00356295919154159
3359038_AB_65185_S37	96.83	7501766	0.35	55	4.00657737292925	0.0419690281346686	0.986846545312383	1.72843296514517e-118	0.00769624362041207	0.745655160279835	3.73806983589656e-07	HS0088	#018	RBGK	K001451955	Hordeum	spontaneum	16/04/1963	16	4	1963	Jordan	EastJordan	Zarqa	Azraq	31.798	36.6	GPS		3.3	15	NA	193	10.1	12	0.00810928298420301	0.00226857806564474	0.00242009282441542
3359039_AB_65148_S38	94.61	8017356	0.31	50	3.92148932046543	0.0583731760143804	0.986366893684105	7.21717258213042e-127	0.00977156267731103	0.713826805860863	1.09745159800406e-06	HS0090	#018	RBGK	K001451962	Hordeum	spontaneum	08/07/1954	8	7	1954	Iraq	Diyala	NA	Jazira	34	44.94	Town level		4.3	4.19	NA	187	11.2	12	0.0101802516226141	0.00243386437619572	0.00250008442860194
3359040_AB_65269_S39	97.37	6608413	0.33	51	3.94859239612903	0.0546467174120281	0.989469533036151	2.02065858615751e-130	0.00663076541763367	0.769052977867796	1.64299516133376e-07	HS0105	#018	RBGK	K001451976	Hordeum	spontaneum	27/05/1970	27	5	1970	Iraq	Sulaymaniyah	Sulaymaniyah	NA	35.47	45.43	District level		6.7	21	NA	185	11.2	16	0.00682100859848478	0.00193728837751079	0.00203903868709929
3359041_AB_65150_S40	97.09	7832314	0.31	53	3.96978599769225	0.046244409109746	0.976865321678063	3.35941161348435e-108	0.00785798724045296	0.693010913316186	2.07980205043336e-06	HS0106	#018	RBGK	K001451975	Hordeum	spontaneum	29/03/1960	29	3	1960	Iraq	Sulaymaniyah	Darbandikhan	NA	35.05	45.67	District level		5.4	8.7	NA	190	13.9	16	0.00819985811051484	0.00231453167891033	0.00235651980797786
3359042_AB_65306_S41	94.13	8540816	0.34	53	3.9842773324919	0.0368113061147365	0.989841228535167	1.98665126825918e-135	0.0122463719636657	0.755679874778025	2.77794127806326e-07	HS0108	#018	RBGK	K001451978	Hordeum	spontaneum	08/05/1963	8	5	1963	Iraq	Erbil	Erbil	Salaheddin	36.21	44	Town level		4.1	0.801	NA	190	11.5	12	0.0126847080903712	0.00263622271965977	0.00283250797730843
3359043_AB_65307_S42	87.97	8967824	0.36	58	4.06309214754483	0.0283396364883587	0.984395964584296	1.6520087826051e-117	0.00709360135320921	0.742323640665374	4.17003889360138e-07	HS0110	#018	RBGK	K001451987	Hordeum	spontaneum	08/05/1967	8	5	1967	Iraq	AL Anbar	Ar Rutba	NA	32.08	40.24	District level		6.8	3.87	NA	190	12.1	10	0.00793497452777154	0.00286851731946299	0.00317786276994286
3359044_EB18_S43	33.91	19075	0.09	48	3.87869030854026	0.057857414281028	0.950365472842471	8.49853951698844e-96	0.0166051660516605	0.714873635666937	1.86756894628995e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0126555578991774	0.0043894399686945	0.00317461179581556
3359045_LB18_S44	87.14	24036	0.1	51	3.94317063326183	0.0483963971711907	0.964574962472874	1.5674383704642e-100	0.0136694478963252	0.580750068645894	5.09738639395305e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0103018254111693	0.00369461861346555	0.00294189507939154
3359046_AB_65309_S45	97.36	6251449	0.31	47	3.87134145773851	0.0588408286992588	0.99222772073844	8.7732482439219e-154	0.00659137058032698	0.645534945522404	7.8484721214843e-06	HS0132	#019	RBGK	K001453001	Hordeum	spontaneum	10/04/1960	10	4	1960	Iran	Lorestan	Khorramabad	Khorramabad	33.49	48.36	Town level		6	13	NA	NA	NA	13	0.00694495423478002	0.0021454807074272	0.00225630117132937
3359047_AB_65244_S46	96.86	7960218	0.32	47	3.87333490601797	0.0660441580408299	0.994441847318495	3.09625793210348e-155	0.013278085112708	0.883356078723956	5.27936147646285e-10	HS0133	#019	RBGK	K001453026	Hordeum	spontaneum	15/04/1970	15	4	1970	Afghanistan	Bādghīs	NA	NA	35	63.75	Province level		3.5	3.53	NA	184	11.1	12	0.0137654997925831	0.00216020939974016	0.00215613265015951
3359048_AB_65286_S47	97.48	5566906	0.31	48	3.89027958602135	0.0594652008141972	0.997363083918047	1.12614685262464e-174	0.00789951877672182	0.746139445293745	3.53145463666543e-07	HS0136	#019	RBGK	K001453023	Hordeum	spontaneum	26/09/1976	26	9	1976	Afghanistan	IBB	Kitab	Jebel Sumara	14.18	44.28	Town level		6.4	22	NA	185	6.69	10	0.0083330233634624	0.00203391236794061	0.00216006652741361
3359049_AB_65156_S48	97.24	8923308	0.31	47	3.87588234546128	0.057363769555923	0.994518769761418	1.93441375613614e-162	0.00879463703537573	0.830517969455691	1.02780993285178e-08	HS0137	#019	RBGK	K001453022	Hordeum	spontaneum	14/04/1970	14	4	1970	Afghanistan	Herat	Herat	Herat	34.34	62.2	Town level		5.8	9.1	NA	184	14.9	19	0.00932266800484663	0.00202337979360735	0.00210974579703431
3359050_AB_65214_S49	97.78	5468423	0.29	45	3.82529810645638	0.074150341781183	0.99729705631556	1.14095831794524e-181	0.0085238789551137	0.819109937883768	2.10243243661859e-08	HS0138	#019	RBGK	K001453021	Hordeum	spontaneum	16/05/1964	16	5	1964	Afghanistan	Baghlan	Baghlan	NA	35.98	68.77	District level		9	22	NA	183	7.82	11	0.00903027163569271	0.0018254193144249	0.00185864846205388
3359052_EB19_S50	3.74	1434	0.12	52	3.94509745887752	0.0424268231246318	0.706345850265174	1.14785485375268e-36	0.00520833333333333	0.019461773755269	0.253849559758399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00380228136882129	0.00515906823679349	0.00489495402940898
3359053_LB19_S51	70.09	4208	0.1	45	3.85837846225005	0.0440541476411286	0.8622985913632	1.94671030754154e-63	0.00760043431053203	0.0558249035294753	0.159631458623472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0122358175750834	0.00384811466726276	0.00295036379605589
3359054_AB_65207_S52	96.01	8249817	0.32	51	3.94786766114523	0.0426675788318072	0.992587164625846	9.88326894980055e-147	0.00748495989716337	0.840178522395653	6.17844998996015e-09	HS0083	#020	RBGK	K001451953	Hordeum	spontaneum	13/05/1976	13	5	1976	Jordan	Irbid	BaniKinanah	ALHemma	32.65	35.73	District level		3.7	3.15	NA	190	20.7	24	0.00775229643439988	0.00274555480977344	0.00278525280857862
3359055_AB_65147_S53	96.41	8652985	0.35	53	3.9884265004286	0.0402207758716327	0.991284147875002	9.25008391339119e-136	0.00609231890492236	0.762753923883883	2.30052193140473e-07	HS0087	#020	RBGK	K001451957	Hordeum	spontaneum	13/05/1976	13	5	1976	Jordan	Jerash	Jerash	NA	32.28	35.9	District level		6.6	12	NA	190	11.9	15	0.00635941850473938	0.00237943541848461	0.0025686315787075
3359056_AB_65174_S54	96.56	8866866	0.36	56	4.03296822706039	0.032968552781157	0.989650950025308	6.52964030264661e-131	0.00807153987422784	0.672244745435881	3.61601343347581e-06	HS0122	#020	RBGK	K001451998	Hordeum	spontaneum	07/05/1963	7	5	1963	Iran	West Azerbeijan	Urmia	Urmia	37.54	45.06	Town level		3.9	6.2	NA	193	13.7	19	0.00806171511786048	0.00238533952116143	0.00252918143570653
3359057_AB_65270_S55	16.4	1504120	0.32	50	3.94058362542158	0.046527785247787	0.988139513500415	7.51442266132499e-133	0.0170861461116469	0.645940752937252	8.98390788060631e-06	HS0123	#020	RBGK	K001451997	Hordeum	spontaneum	04/06/1964	4	6	1964	Iran	Hamadan	Hamadan	Hamadan	34.8	48.51	Town level		4.1	8.3	NA	193	18.4	20	0.0173812099097065	0.0151143224467414	0.0150192928482428
3359058_AB_65154_S56	94.56	7965130	0.36	60	4.08655578384239	0.0233434374735172	0.986672007920516	9.05127092743818e-124	0.00935389616349252	0.615177919907783	1.54049254710378e-05	HS0124	#020	RBGK	K001451996	Hordeum	spontaneum	21/05/1976	21	5	1976	Iran	Golestan	Maraveh Tappeh	Maraveh Tappeh	37.9	55.96	Town level		5.2	2	NA	193	9.08	11	0.00938213431380863	0.00325163524779079	0.00338281209299328
3359059_AB_65271_S57	96.89	7246978	0.35	57	4.04299199861956	0.0321635459922709	0.986487585533835	2.21148810120361e-123	0.00800219157878958	0.696942115899464	1.76872773725304e-06	HS0125	#020	RBGK	K001451995	Hordeum	spontaneum	14/05/1960	14	5	1960	Iran	Karmanshah	Karmanshah	NA	34.33	47.09	District level		8.4	17	NA	190	10.4	14	0.0083134387809978	0.00217743986818673	0.00227173790350731
3359060_AB_65308_S58	96.38	9013750	0.34	54	4.00000272101975	0.0361521323773763	0.987777893692387	4.77522759357395e-130	0.00887046464521992	0.752148707956549	3.02101529162426e-07	HS0126	#020	RBGK	K001451994	Hordeum	spontaneum	30/04/1961	30	4	1961	Iran	Fars	Fasa	NA	28.98	53.63	District level		3.9	3.69	NA	189	23.1	27	0.0089377824262085	0.00253728641952413	0.00262560380267345
3359061_AB_65284_S59	97.45	10336084	0.38	55	4.01859785325174	0.0383320010209328	0.987629202155263	5.80231761196678e-124	0.00891714886342462	0.738664343545893	5.25118921213439e-07	HS0127	#020	RBGK	K001453006	Hordeum	spontaneum	07/03/1946	7	3	1946	Iran	Khuzestan	Ahwaz	Ahwaz	31.3	48.68	Town level		4.1	6.9	NA	193	21.5	23	0.00911025674074121	0.00145262508256521	0.00156300354191483
3359062_AB_65155_S60	93.67	9249947	0.35	53	3.98908355844024	0.0367538824098336	0.991067511456556	3.58634750481493e-139	0.00966955036629056	0.657521485510027	5.29972773873376e-06	HS0128	#020	RBGK	K001453005	Hordeum	spontaneum	05/05/1958	5	5	1958	Iran	Golestan	Dashli Borun	Nārlidāq	37.7	55.23	Town level		5.3	0.482	NA	189	8.8	9	0.00960010960118714	0.00414423246752124	0.00417930573270309
3359063_AB_65188_S61	96.56	9753232	0.32	47	3.85734592649124	0.0589737929892478	0.987598252536062	2.91734644763358e-137	0.0112826984601419	0.789372064320067	7.29263425675734e-08	HS0129	#020	RBGK	K001453004	Hordeum	spontaneum	25/04/1929	25	4	1929	Iran	Qom	Qom	Qom	34.64	50.88	Town level		4.4	2.66	NA	183	18.3	20	0.011490871631151	0.00242215460360197	0.00245242256323542
3359064_EB20_S62	24.72	7564	0.09	48	3.89973231145802	0.0482362273111968	0.935250862278934	1.75866168750345e-87	0.01270207852194	0.357807601415556	0.00194368061292102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00762463343108504	0.00361366300717186	0.00330460101714937
3359065_LB20_S63	79.86	7550	0.09	41	3.74570942023992	0.0707848637794988	0.929569969799661	8.31427214990261e-81	0.022883295194508	0.724531116544234	2.02784414866321e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021889400921659	0.00343828392678244	0.00259923201694282
3359066_AB_65179_S64	97.98	9678532	0.32	46	3.85216608105723	0.0734877840120237	0.994936407429974	5.4784016596594e-158	0.00722268506526087	0.763659670992544	2.11856142356447e-07	HV0053	#022	RBGK	K001453052	Hordeum	vulgare	13/04/1947	13	4	1947	Iraq	Kirkuk	Kirkuk	NA	35.47	44.32	District level		7.9	7.5	1.1	184	13.6	13	0.00789295416941055	0.0015206251414498	0.00160771939330231
3359067_AB_65295_S65	97.58	11463853	0.31	44	3.79301820544031	0.0797367079223276	0.990884945302162	8.44566713607765e-149	0.00897005903520945	0.815752321580132	2.51232308984204e-08	HV0054	#022	RBGK	K001453053	Hordeum	vulgare	13/04/1947	13	4	1947	Iraq	Kirkuk	Kirkuk	NA	35.47	44.32	District level		8.5	2.53	NA	180	17.9	16	0.00928655409204764	0.00169905384126092	0.00178769184773354
3359068_AB_65279_S66	97.75	10429363	0.34	48	3.89513990522431	0.066164971057776	0.993598995948791	7.20400681838727e-149	0.00699244740366262	0.746930031641671	3.6638547604849e-07	HV0057	#022	RBGK	K001453057	Hordeum	vulgare	11/03/1960	11	3	1960	Iraq	Baghdad	NA	NA	33.3	44.39	Province level		8.5	11	NA	185	13.4	13	0.00728789890708121	0.0016077478575877	0.00173751326598633
3359069_AB_65317_S67	97.21	9892520	0.32	50	3.92580858281658	0.0450225932563519	0.98770985080954	1.53545493130564e-137	0.00808083888023271	0.724134584805498	7.79155002007292e-07	HV0058	#022	RBGK	K001453055	Hordeum	vulgare	12/04/1947	12	4	1947	Iraq	Diyala	Kifri	NA	34.68	44.97	District level		6.4	9.1	NA	184	24.2	22	0.00846920298243372	0.00197018170632454	0.00205885771967957
3359070_AB_65198_S68	95.58	12499390	0.31	45	3.83892184098734	0.0657069656057333	0.993051682120293	3.98090179998678e-155	0.0202865609805219	0.778379545216451	1.84175310906367e-07	HV0060	#022	RBGK	K001453064	Hordeum	vulgare	23/04/1842	23	4	1842	Iran	NA	NA	NA	NA	NA	NA		3.4	1.48	NA	182	26.5	22	0.0210063127022319	0.00222203947986257	0.0022584665194485
3359071_AB_65181_S69	95.68	10365776	0.31	48	3.89764783391942	0.059573337852769	0.990294821368889	8.96807958639948e-139	0.022099600004546	0.786031246166976	1.45352150770598e-07	HV0061	#022	RBGK	K001453071	Hordeum	vulgare	23/04/1842	23	4	1842	Iran	Fars	Marvdasht	Persepolis	29.93	52.87	Town level		6.5	6.6	1.5	185	16.1	15	0.0233006790181573	0.00253016746951448	0.00265287565956941
3359072_AB_65318_S70	97.81	7825015	0.3	46	3.85228023008303	0.0620852756838046	0.993106777248406	1.54843414533121e-157	0.00810780945042506	0.725230094292807	8.06150556054305e-07	HV0062	#022	RBGK	K001453062	Hordeum	vulgare	04/07/1948	4	7	1948	Iran	Alborz	NA	NA	35.93	50.9	Province level		9	15	NA	180	14	16	0.00871808994231952	0.00167318788845016	0.00176220814046116
3359073_EB22_S71	30.09	27469	0.1	49	3.90452321777539	0.0493278497911769	0.964467690512475	5.45866235413311e-99	0.0125814764286797	0.551914669623644	6.75588749975205e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011033411033411	0.00305894655037536	0.00313459028609907
